Year,Name,DOB,Sex,Category,Motivation,Birth Country,Affiliation,Affiliation Place
1956,Werner Forssmann,8/29/1904,Male,Medicine, for their discoveries concerning heart catheterization and pathological changes in the circulatory system ,Germany,Mainz University,"Mainz, Germany"
1957,Daniel Bovet,3/23/1907,Male,Medicine," for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles ",Switzerland,Istituto Superiore di Sanitâˆšâ€  (Chief Institute of Public Health),"Rome, Italy"
1958,Edward Lawrie Tatum,12/14/1909,Male,Medicine, for their discovery that genes act by regulating definite chemical events ,United States of America,Rockefeller Institute for Medical Research,"New York, NY, United States of America"
1958,George Wells Beadle,10/22/1903,Male,Medicine, for their discovery that genes act by regulating definite chemical events ,United States of America,California Institute of Technology (Caltech),"Pasadena, CA, United States of America"
1958,Joshua Lederberg,5/23/1925,Male,Medicine, for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria ,United States of America,University of Wisconsin,"Madison, WI, United States of America"
1959,Arthur Kornberg,3/3/1918,Male,Medicine, for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid ,United States of America,Stanford University,"Stanford, CA, United States of America"
1959,Severo Ochoa,9/24/1905,Male,Medicine, for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid ,Spain,New York University,"New York, NY, United States of America"
1960,Peter Brian Medawar,2/28/1915,Male,Medicine, for discovery of acquired immunological tolerance ,Brazil,University College London,"London, United Kingdom"
1960,Sir Frank Macfarlane Burnet,1899/09/03,Male,Medicine, for discovery of acquired immunological tolerance ,Australia,Walter and Eliza Hall Institute for Medical Research,"Melbourne, Australia"
1961,Georg von BâˆšÂ©kâˆšÂ©sy,1899/06/03,Male,Medicine, for his discoveries of the physical mechanism of stimulation within the cochlea ,Hungary,Harvard University,"Cambridge, MA, United States of America"
1962,Francis Harry Compton Crick,8/6/1916,Male,Medicine, for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material ,United Kingdom,MRC Laboratory of Molecular Biology,"Cambridge, United Kingdom"
1962,James Dewey Watson,6/4/1928,Male,Medicine, for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material ,United States of America,Harvard University,"Cambridge, MA, United States of America"
1962,Maurice Hugh Frederick Wilkins,12/15/1916,Male,Medicine, for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material ,New Zealand,London University,"London, United Kingdom"
1963,Alan Lloyd Hodgkin,5/2/1914,Male,Medicine, for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane ,United Kingdom,University of Cambridge,"Cambridge, United Kingdom"
1963,Andrew Fielding Huxley,11/22/1917,Male,Medicine, for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane ,United Kingdom,University College London,"London, United Kingdom"
1963,Sir John Carew Eccles,1/27/1903,Male,Medicine, for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane ,Australia,Australian National University,"Canberra, Australia"
1964,Feodor Lynen,6/4/1911,Male,Medicine, for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism ,Germany,Max-Planck-Institut,"Munich, Germany"
1964,Konrad Bloch,1/21/1912,Male,Medicine, for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism ,Poland,Harvard University,"Cambridge, MA, United States of America"
1965,AndrâˆšÂ© Lwoff,8/5/1902,Male,Medicine, for their discoveries concerning genetic control of enzyme and virus synthesis ,France,Institut Pasteur,"Paris, France"
1965,FranâˆšÃŸois Jacob,6/17/1920,Male,Medicine, for their discoveries concerning genetic control of enzyme and virus synthesis ,France,Institut Pasteur,"Paris, France"
1965,Jacques Monod,9/2/1910,Male,Medicine, for their discoveries concerning genetic control of enzyme and virus synthesis ,France,Institut Pasteur,"Paris, France"
1966,Charles Brenton Huggins,9/22/1901,Male,Medicine, for his discoveries concerning hormonal treatment of prostatic cancer ,Canada,University of Chicago,"Chicago, IL, United States of America"
1966,Peyton Rous,1879/10/05,Male,Medicine, for his discovery of tumour-inducing viruses ,United States of America,Rockefeller University,"New York, NY, United States of America"
1967,George Wald,11/18/1906,Male,Medicine, for their discoveries concerning the primary physiological and chemical visual processes in the eye ,United States of America,Harvard University,"Cambridge, MA, United States of America"
1967,Haldan Keffer Hartline,12/22/1903,Male,Medicine, for their discoveries concerning the primary physiological and chemical visual processes in the eye ,United States of America,Rockefeller University,"New York, NY, United States of America"
1967,Ragnar Granit,10/30/1900,Male,Medicine, for their discoveries concerning the primary physiological and chemical visual processes in the eye ,Finland,Karolinska Institutet,"Stockholm, Sweden"
1968,Har Gobind Khorana,9/1/1922,Male,Medicine, for their interpretation of the genetic code and its function in protein synthesis ,India,University of Wisconsin,"Madison, WI, United States of America"
1968,Marshall W. Nirenberg,10/4/1927,Male,Medicine, for their interpretation of the genetic code and its function in protein synthesis ,United States of America,National Institutes of Health,"Bethesda, MD, United States of America"
1968,Robert W. Holley,1/28/1922,Male,Medicine, for their interpretation of the genetic code and its function in protein synthesis ,United States of America,Cornell University,"Ithaca, NY, United States of America"
1969,Alfred D. Hershey,4/12/1908,Male,Medicine, for their discoveries concerning the replication mechanism and the genetic structure of viruses ,United States of America,Carnegie Institution of Washington,"New York, NY, United States of America"
1969,Max DelbrâˆšÂºck,4/9/1906,Male,Medicine, for their discoveries concerning the replication mechanism and the genetic structure of viruses ,Germany,California Institute of Technology (Caltech),"Pasadena, CA, United States of America"
1969,Salvador E. Luria,8/13/1912,Male,Medicine, for their discoveries concerning the replication mechanism and the genetic structure of viruses ,Italy,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
1970,Julius Axelrod,5/30/1912,Male,Medicine," for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation ",United States of America,National Institutes of Health,"Bethesda, MD, United States of America"
1970,Sir Bernard Katz,3/26/1911,Male,Medicine," for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation ",Germany,University College London,"London, United Kingdom"
1970,Ulf von Euler,7/2/1905,Male,Medicine," for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation ",Sweden,Karolinska Institutet,"Stockholm, Sweden"
1971,"Earl W. Sutherland, Jr.",11/19/1915,Male,Medicine, for his discoveries concerning the mechanisms of the action of hormones ,United States of America,Vanderbilt University,"Nashville, TN, United States of America"
1972,Gerald M. Edelman,1/7/1929,Male,Medicine, for their discoveries concerning the chemical structure of antibodies ,United States of America,Rockefeller University,"New York, NY, United States of America"
1972,Rodney R. Porter,8/10/1917,Male,Medicine, for their discoveries concerning the chemical structure of antibodies ,United Kingdom,University of Oxford,"Oxford, United Kingdom"
1973,Karl von Frisch,1886/11/20,Male,Medicine, for their discoveries concerning organization and elicitation of individual and social behaviour patterns ,Austria,Munich University,"Munich, Germany"
1973,Konrad Lorenz,7/11/1903,Male,Medicine, for their discoveries concerning organization and elicitation of individual and social behaviour patterns ,Austria,"Konrad-Lorenz-Institut der âˆšÃ±sterreichischen Akademie der WissenÂ¬â‰ schaften, Forschungsstelle fâˆšÂºr Ethologie","Altenberg; GrâˆšÂºnau im Almtal, Austria"
1973,Nikolaas Tinbergen,4/15/1907,Male,Medicine, for their discoveries concerning organization and elicitation of individual and social behaviour patterns ,Netherlands,University of Oxford,"Oxford, United Kingdom"
1974,Albert Claude,1898/08/24,Male,Medicine, for their discoveries concerning the structural and functional organization of the cell ,Belgium,UniversitâˆšÂ© Catholique de Louvain,"Louvain, Belgium"
1974,Christian de Duve,2/10/1917,Male,Medicine, for their discoveries concerning the structural and functional organization of the cell ,United Kingdom,Rockefeller University,"New York, NY, United States of America"
1974,George E. Palade,11/19/1912,Male,Medicine, for their discoveries concerning the structural and functional organization of the cell ,Romania,Yale University,"New Haven, CT, United States of America"
1975,David Baltimore,7/3/1938,Male,Medicine, for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell ,United States of America,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
1975,Howard Martin Temin,10/12/1934,Male,Medicine, for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell ,United States of America,University of Wisconsin,"Madison, WI, United States of America"
1975,Renato Dulbecco,2/22/1914,Male,Medicine, for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell ,Italy,Imperial Cancer Research Fund,"London, United Kingdom"
1976,Baruch S. Blumberg,7/28/1925,Male,Medicine, for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases ,United States of America,The Institute for Cancer Research,"Philadelphia, PA, United States of America"
1976,D. Carleton Gajdusek,9/9/1923,Male,Medicine, for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases ,United States of America,National Institutes of Health,"Bethesda, MD, United States of America"
1977,Andrew V. Schally,11/30/1926,Male,Medicine, for their discoveries concerning the peptide hormone production of the brain ,Lithuania,Veterans Administration Hospital,"New Orleans, LA, United States of America"
1977,Roger Guillemin,11/1/1924,Male,Medicine, for their discoveries concerning the peptide hormone production of the brain ,France,The Salk Institute,"San Diego, CA, United States of America"
1977,Rosalyn Yalow,7/19/1921,Female,Medicine, for the development of radioimmunoassays of peptide hormones ,United States of America,Veterans Administration Hospital,"New York, NY, United States of America"
1978,Daniel Nathans,10/30/1928,Male,Medicine, for the discovery of restriction enzymes and their application to problems of molecular genetics ,United States of America,Johns Hopkins University,"Baltimore, MD, United States of America"
1978,Hamilton O. Smith,8/23/1931,Male,Medicine, for the discovery of restriction enzymes and their application to problems of molecular genetics ,United States of America,Johns Hopkins University,"Baltimore, MD, United States of America"
1978,Werner Arber,3/6/1929,Male,Medicine, for the discovery of restriction enzymes and their application to problems of molecular genetics ,Switzerland,Biozentrum der UniversitâˆšÂ§t,"Basel, Switzerland"
1979,Allan M. Cormack,2/23/1924,Male,Medicine, for the development of computer assisted tomography ,South Africa,Tufts University,"Medford, MA, United States of America"
1979,Godfrey N. Hounsfield,8/28/1919,Male,Medicine, for the development of computer assisted tomography ,United Kingdom,"Central Research Laboratories, EMI","London, United Kingdom"
1980,Baruj Benacerraf,10/29/1920,Male,Medicine, for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions ,Venezuela,Harvard Medical School,"Boston, MA, United States of America"
1980,George D. Snell,12/19/1903,Male,Medicine, for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions ,United States of America,Jackson Laboratory,"Bar Harbor, ME, United States of America"
1980,Jean Dausset,10/19/1916,Male,Medicine, for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions ,France,"UniversitâˆšÂ© de Paris, Laboratoire Immuno-HâˆšÂ©matologie","Paris, France"
1981,David H. Hubel,2/27/1926,Male,Medicine, for their discoveries concerning information processing in the visual system ,Canada,Harvard Medical School,"Boston, MA, United States of America"
1981,Roger W. Sperry,8/20/1913,Male,Medicine, for his discoveries concerning the functional specialization of the cerebral hemispheres ,United States of America,California Institute of Technology (Caltech),"Pasadena, CA, United States of America"
1981,Torsten N. Wiesel,3/6/1924,Male,Medicine, for their discoveries concerning information processing in the visual system ,Sweden,Harvard Medical School,"Boston, MA, United States of America"
1982,Bengt I. Samuelsson,5/21/1934,Male,Medicine, for their discoveries concerning prostaglandins and related biologically active substances ,Sweden,Karolinska Institutet,"Stockholm, Sweden"
1982,John R. Vane,3/29/1927,Male,Medicine, for their discoveries concerning prostaglandins and related biologically active substances ,United Kingdom,The Wellcome Research Laboratories,"Beckenham, United Kingdom"
1982,Sune K. Bergstrâˆšâˆ‚m,10/1/1916,Male,Medicine, for their discoveries concerning prostaglandins and related biologically active substances ,Sweden,Karolinska Institutet,"Stockholm, Sweden"
1983,Barbara McClintock,6/16/1902,Female,Medicine, for her discovery of mobile genetic elements ,United States of America,Cold Spring Harbor Laboratory,"Cold Spring Harbor, NY, United States of America"
1984,CâˆšÂ©sar Milstein,8/10/1927,Male,Medicine, for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies ,Argentina,MRC Laboratory of Molecular Biology,"Cambridge, United Kingdom"
1984,Georges J.F. Kâˆšâˆ‚hler,4/17/1946,Male,Medicine, for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies ,Germany,Basel Institute for Immunology,"Basel, Switzerland"
1984,Niels K. Jerne,12/23/1911,Male,Medicine, for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies ,United Kingdom,Basel Institute for Immunology,"Basel, Switzerland"
1985,Joseph L. Goldstein,4/18/1940,Male,Medicine, for their discoveries concerning the regulation of cholesterol metabolism ,United States of America,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX, United States of America"
1985,Michael S. Brown,4/13/1941,Male,Medicine, for their discoveries concerning the regulation of cholesterol metabolism ,United States of America,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX, United States of America"
1986,Rita Levi-Montalcini,4/22/1909,Female,Medicine, for their discoveries of growth factors ,Italy,Institute of Cell Biology of the C.N.R.,"Rome, Italy"
1986,Stanley Cohen,11/17/1922,Male,Medicine, for their discoveries of growth factors ,United States of America,Vanderbilt University,"Nashville, TN, United States of America"
1987,Susumu Tonegawa,6/9/1939,Male,Medicine, for his discovery of the genetic principle for generation of antibody diversity ,Japan,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
1988,George H. Hitchings,4/18/1905,Male,Medicine, for their discoveries of important principles for drug treatment ,United States of America,Wellcome Research Laboratories,"Research Triangle Park, NC, United States of America"
1988,Gertrude B. Elion,1/23/1918,Female,Medicine, for their discoveries of important principles for drug treatment ,United States of America,Wellcome Research Laboratories,"Research Triangle Park, NC, United States of America"
1988,Sir James W. Black,6/14/1924,Male,Medicine, for their discoveries of important principles for drug treatment ,United Kingdom,London University,"London, United Kingdom"
1989,Harold E. Varmus,12/18/1939,Male,Medicine, for their discovery of the cellular origin of retroviral oncogenes ,United States of America,University of California,"San Francisco, CA, United States of America"
1989,J. Michael Bishop,2/22/1936,Male,Medicine, for their discovery of the cellular origin of retroviral oncogenes ,United States of America,University of California,"San Francisco, CA, United States of America"
1990,E. Donnall Thomas,3/15/1920,Male,Medicine, for their discoveries concerning organ and cell transplantation in the treatment of human disease ,United States of America,Fred Hutchinson Cancer Research Center,"Seattle, WA, United States of America"
1990,Joseph E. Murray,1/4/1919,Male,Medicine, for their discoveries concerning organ and cell transplantation in the treatment of human disease ,United States of America,Brigham and Women's Hospital,"Boston, MA, United States of America"
1991,Bert Sakmann,12/6/1942,Male,Medicine, for their discoveries concerning the function of single ion channels in cells ,Germany,Max-Planck-Institut,"Heidelberg, Germany"
1991,Erwin Neher,3/20/1944,Male,Medicine, for their discoveries concerning the function of single ion channels in cells ,Germany,Max-Planck-Institut,"Gâˆšâˆ‚ttingen, Germany"
1992,Edmond H. Fischer,6/4/1920,Male,Medicine, for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism ,China,University of Washington,"Seattle, WA, United States of America"
1992,Edwin G. Krebs,6/6/1918,Male,Medicine, for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism ,United States of America,University of Washington,"Seattle, WA, United States of America"
1993,Phillip A. Sharp,6/6/1944,Male,Medicine, for their discoveries of split genes ,United States of America,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
1993,Richard J. Roberts,6/9/1943,Male,Medicine, for their discoveries of split genes ,United Kingdom,New England Biolabs,"Beverly, MA, United States of America"
1994,Alfred G. Gilman,1/7/1941,Male,Medicine, for their discovery of G-proteins and the role of these proteins in signal transduction in cells ,United States of America,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX, United States of America"
1994,Martin Rodbell,1/12/1925,Male,Medicine, for their discovery of G-proteins and the role of these proteins in signal transduction in cells ,United States of America,National Institute of Environmental Health Sciences,"Research Triangle Park, NC, United States of America"
1995,Christiane NâˆšÂºsslein-Volhard,10/20/1942,Female,Medicine, for their discoveries concerning the genetic control of early embryonic development ,Germany,Max-Planck-Institut,"TâˆšÂºbingen, Germany"
1995,Edward B. Lewis,5/20/1918,Male,Medicine, for their discoveries concerning the genetic control of early embryonic development ,United States of America,California Institute of Technology (Caltech),"Pasadena, CA, United States of America"
1995,Eric F. Wieschaus,8/6/1947,Male,Medicine, for their discoveries concerning the genetic control of early embryonic development ,United States of America,Princeton University,"Princeton, NJ, United States of America"
1996,Peter C. Doherty,10/15/1940,Male,Medicine, for their discoveries concerning the specificity of the cell mediated immune defence ,Australia,St. Jude Children's Research Hospital,"Memphis, TN, United States of America"
1996,Rolf M. Zinkernagel,6/1/1944,Male,Medicine, for their discoveries concerning the specificity of the cell mediated immune defence ,Switzerland,University of Zurich,"Zurich, Switzerland"
1997,Stanley B. Prusiner,5/28/1942,Male,Medicine, for his discovery of Prions - a new biological principle of infection ,United States of America,University of California,"San Francisco, CA, United States of America"
1998,Ferid Murad,9/14/1936,Male,Medicine, for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system ,United States of America,University of Texas,"Houston, TX, United States of America"
1998,Louis J. Ignarro,5/31/1941,Male,Medicine, for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system ,United States of America,University of California,"Los Angeles, CA, United States of America"
1998,Robert F. Furchgott,4/6/1916,Male,Medicine, for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system ,United States of America,SUNY Health Science Center,"New York, NY, United States of America"
1999,GâˆšÂºnter Blobel,5/21/1936,Male,Medicine, for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell ,Poland,Rockefeller University,"New York, NY, United States of America"
2000,Arvid Carlsson,1/25/1923,Male,Medicine, for their discoveries concerning signal transduction in the nervous system ,Sweden,Gâˆšâˆ‚teborg University,"Gothenburg, Sweden"
2000,Eric R. Kandel,7/11/1929,Male,Medicine, for their discoveries concerning signal transduction in the nervous system ,Austria,Columbia University,"New York, NY, United States of America"
2000,Paul Greengard,11/12/1925,Male,Medicine, for their discoveries concerning signal transduction in the nervous system ,United States of America,Rockefeller University,"New York, NY, United States of America"
2001,Leland H. Hartwell,10/30/1939,Male,Medicine, for their discoveries of key regulators of the cell cycle ,United States of America,Fred Hutchinson Cancer Research Center,"Seattle, WA, United States of America"
2001,Sir Paul M. Nurse,1/25/1949,Male,Medicine, for their discoveries of key regulators of the cell cycle ,United Kingdom,Imperial Cancer Research Fund,"London, United Kingdom"
2001,Tim Hunt,2/19/1943,Male,Medicine, for their discoveries of key regulators of the cell cycle ,United Kingdom,Imperial Cancer Research Fund,"London, United Kingdom"
2002,H. Robert Horvitz,8/5/1947,Male,Medicine, for their discoveries concerning genetic regulation of organ development and programmed cell death' ,United States of America,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
2002,John E. Sulston,3/27/1942,Male,Medicine, for their discoveries concerning genetic regulation of organ development and programmed cell death' ,United Kingdom,The Wellcome Trust Sanger Institute,"Cambridge, United Kingdom"
2002,Sydney Brenner,1/13/1927,Male,Medicine, for their discoveries concerning genetic regulation of organ development and programmed cell death' ,South Africa,The Molecular Sciences Institute,"Berkeley, CA, United States of America"
2003,Paul C. Lauterbur,6/5/1929,Male,Medicine, for their discoveries concerning magnetic resonance imaging ,United States of America,University of Illinois,"Urbana, IL, United States of America"
2003,Sir Peter Mansfield,9/10/1933,Male,Medicine, for their discoveries concerning magnetic resonance imaging ,United Kingdom,"University of Nottingham, School of Physics and Astronomy","Nottingham, United Kingdom"
2004,Linda B. Buck,1/29/1947,Female,Medicine, for their discoveries of odorant receptors and the organization of the olfactory system ,United States of America,Fred Hutchinson Cancer Research Center,"Seattle, WA, United States of America"
2004,Richard Axel,2/7/1946,Male,Medicine, for their discoveries of odorant receptors and the organization of the olfactory system ,United States of America,Columbia University,"New York, NY, United States of America"
2005,Barry J. Marshall,9/30/1951,Male,Medicine, for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease ,Australia,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre","Nedlands, Australia"
2005,J. Robin Warren,11/6/1937,Male,Medicine, for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease ,Australia,,"Perth, Australia"
2006,Andrew Z. Fire,4/27/1959,Male,Medicine, for their discovery of RNA interference - gene silencing by double-stranded RNA ,United States of America,Stanford University,"Stanford, CA, United States of America"
2006,Craig C. Mello,10/19/1960,Male,Medicine, for their discovery of RNA interference - gene silencing by double-stranded RNA ,United States of America,University of Massachusetts Medical School,"Worcester, MA, United States of America"
2007,Mario R. Capecchi,6/10/1937,Male,Medicine, for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells ,Italy,University of Utah,"Salt Lake City, UT, United States of America"
2007,Oliver Smithies,6/23/1925,Male,Medicine, for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells ,United Kingdom,University of North Carolina,"Chapel Hill, NC, United States of America"
2007,Sir Martin J. Evans,1/1/1941,Male,Medicine, for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells ,United Kingdom,Cardiff University,"Cardiff, United Kingdom"
2008,FranâˆšÃŸoise BarrâˆšÂ©-Sinoussi,7/30/1947,Female,Medicine, for their discovery of human immunodeficiency virus ,France,Institut Pasteur,"Paris, France"
2008,Harald zur Hausen,11/3/1936,Male,Medicine, for his discovery of human papilloma viruses causing cervical cancer ,Germany,German Cancer Research Center,"Heidelberg, Germany"
2008,Luc Montagnier,8/18/1932,Male,Medicine, for their discovery of human immunodeficiency virus ,France,World Foundation for AIDS Research and Prevention,"Paris, France"
2009,Carol W. Greider,4/15/1961,Female,Medicine, for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase ,United States of America,Johns Hopkins University,"Baltimore, MD, United States of America"
2009,Elizabeth H. Blackburn,11/26/1948,Female,Medicine, for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase ,Australia,University of California,"San Francisco, CA, United States of America"
2009,Jack W. Szostak,9/11/1952,Male,Medicine, for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase ,United Kingdom,Harvard Medical School,"Boston, MA, United States of America"
2010,Robert G. Edwards,9/27/1925,Male,Medicine, for the development of in vitro fertilization ,United Kingdom,University of Cambridge,"Cambridge, United Kingdom"
2011,Bruce A. Beutler,12/29/1957,Male,Medicine, for their discoveries concerning the activation of innate immunity ,United States of America,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX, United States of America"
2011,Jules A. Hoffmann,2/8/1941,Male,Medicine, for their discoveries concerning the activation of innate immunity ,Luxembourg,University of Strasbourg,"Strasbourg, France"
2011,Ralph M. Steinman,1/14/1943,Male,Medicine, for his discovery of the dendritic cell and its role in adaptive immunity ,Canada,Rockefeller University,"New York, NY, United States of America"
2012,Shinya Yamanaka,4/9/1962,Male,Medicine, for the discovery that mature cells can be reprogrammed to become pluripotent ,Japan,Kyoto University,"Kyoto, Japan"
2012,Sir John B. Gurdon,2/10/1933,Male,Medicine, for the discovery that mature cells can be reprogrammed to become pluripotent ,United Kingdom,Gurdon Institute,"Cambridge, United Kingdom"
2013,James E. Rothman,3/11/1950,Male,Medicine," for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells ",United States of America,Yale University,"New Haven, CT, United States of America"
2013,Randy W. Schekman,12/30/1948,Male,Medicine," for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells ",United States of America,University of California,"Berkeley, CA, United States of America"
2013,Thomas C. SâˆšÂºdhof,12/22/1955,Male,Medicine," for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells ",Germany,Stanford University,"Stanford, CA, United States of America"
2014,Edvard I. Moser,4/27/1962,Male,Medicine, for their discoveries of cells that constitute a positioning system in the brain ,Norway,Norwegian University of Science and Technology (NTNU),"Trondheim, Norway"
2014,John O'Keefe,11/18/1939,Male,Medicine, for their discoveries of cells that constitute a positioning system in the brain ,United States of America,University College London,"London, United Kingdom"
2014,May-Britt Moser,4/1/1963,Female,Medicine, for their discoveries of cells that constitute a positioning system in the brain ,Norway,Norwegian University of Science and Technology (NTNU),"Trondheim, Norway"
2015,Satoshi â‰ˆÃ¥mura,12/7/1935,Male,Medicine, for their discoveries concerning a novel therapy against infections caused by roundworm parasites ,Japan,Kitasato University,"Tokyo, Japan"
2015,William C. Campbell,6/28/1930,Male,Medicine, for their discoveries concerning a novel therapy against infections caused by roundworm parasites ,Ireland,Drew University,"Madison, NJ, United States of America"
2015,Youyou Tu,12/30/1930,Female,Medicine, for her discoveries concerning a novel therapy against Malaria ,China,China Academy of Traditional Chinese Medicine,"Beijing, China"
2016,Yoshinori Ohsumi,9/2/1945,Male,Medicine, for his discoveries of mechanisms for autophagy ,Japan,Tokyo Institute of Technology,"Tokyo, Japan"
2017,Jeffrey C. Hall,3/5/1945,Male,Medicine, for their discoveries of molecular mechanisms controlling the circadian rhythm ,United States of America,University of Maine,"Maine ME, United States of America"
2017,Michael Rosbash,7/3/1944,Male,Medicine, for their discoveries of molecular mechanisms controlling the circadian rhythm ,United States of America,Brandeis University,"Waltham MA, United States of America"
2017,Michael W. Young,3/28/1949,Male,Medicine, for their discoveries of molecular mechanisms controlling the circadian rhythm ,United States of America,Rockefeller University,"New York, NY, United States of America"
2018,James P. Allison,7/8/1948,Male,Medicine, for their discovery of cancer therapy by inhibition of negative immune regulation ,United States of America,Parker Institute for Cancer Immunotherapy,"San Francisco, CA, United States of America"
2018,Tasuku Honjo,1/27/1942,Male,Medicine, for their discovery of cancer therapy by inhibition of negative immune regulation ,Japan,Kyoto University,"Kyoto, Japan"
2019,Gregg Semenza,12/7/1956,Male,Medicine, for their discoveries of how cells sense and adapt to oxygen availability ,United States of America,Johns Hopkins University,"Baltimore, MD, United States of America"
2019,Peter Ratcliffe,5/14/1954,Male,Medicine, for their discoveries of how cells sense and adapt to oxygen availability ,United Kingdom,University of Oxford,"Oxford, United Kingdom"
2019,William Kaelin,11/23/1957,Male,Medicine, for their discoveries of how cells sense and adapt to oxygen availability ,United States of America,Harvard Medical School,"Boston, MA, United States of America"
2020,Charles M. Rice,8/25/1952,Male,Medicine, for the discovery of Hepatitis C virus ,United States of America,Rockefeller University,"New York, NY, United States of America"
2020,Harvey J. Alter,12/9/1935,Male,Medicine, for the discovery of Hepatitis C virus ,United States of America,National Institutes of Health,"Bethesda, MD, United States of America"
2020,Michael Houghton,2/7/1949,Male,Medicine, for the discovery of Hepatitis C virus ,United Kingdom,University of Alberta,"Edmonton, Canada"
2021,David Julius,4/11/1955,Male,Medicine,for their discoveries of receptors for temperature and touch,United States of America,University of California,"San Francisco, CA, USA"
2021,Ardem Patapoutian,2/10/1967,Male,Medicine,for their discoveries of receptors for temperature and touch,Lebanon,"Â Howard Hughes Medical Institute, Scripps Research","La Jolla, CA, USA"
1901,FrâˆšÂ©dâˆšÂ©ric Passy,1822/05/20,Male,Peace,,France,,
1901,Jean Henry Dunant,1828/05/08,Male,Peace,,Switzerland,,
1902,Charles Albert Gobat,1843/05/21,Male,Peace,,Switzerland,,
1902,âˆšÃ¢lie Ducommun,1833/02/19,Male,Peace,,Switzerland,,
1903,William Randal Cremer,1828/03/18,Male,Peace,,United Kingdom,,
1904,Institut de droit international (Institute of International Law),,,Peace,,,,
1905,"Baroness Bertha Sophie Felicita von Suttner, nâˆšÂ©e Countess Kinsky von Chinic und Tettau",1843/06/09,Female,Peace,,Czech Republic,,
1906,Theodore Roosevelt,1858/10/27,Male,Peace,,United States of America,,
1907,Ernesto Teodoro Moneta,1833/09/20,Male,Peace,,Italy,,
1907,Louis Renault,1843/05/21,Male,Peace,,France,Sorbonne University,"Paris, France"
1908,Fredrik Bajer,1837/04/21,Male,Peace,,Denmark,,
1908,Klas Pontus Arnoldson,1844/10/27,Male,Peace,,Sweden,,
